src_lang,tgt_lang,src_text,tgt_text,src_len,tgt_len,src_tokens,tgt_tokens,lang_pair,translation,bleu
en,sv,[and] becomes surety for his neighbor.,och går [förhastat] i borgen för sin granne.,38,44,6,8,en_sv,[och] blir säker för sin nästa.,10.04870239584817
en,sv,Fifty years ago Jerusalem came back into our hands.,För 50 år sen slog Israel tillbaka.,51,35,9,7,en_sv,För femtio år sedan kom Jerusalem tillbaka i våra händer.,5.300156689756295
en,sv,"There are also rough equivalents outside the U.S., such as Ltd. and Unltd. (short for Limited and Unlimited) in the United Kingdom, and AG (short for Aktiengesellschaft) in Germany, Austria and Switzerland.","Det finns även ungefärliga motsvarigheter utanför USA, som Ltd. och Unltd. (förkortning för Limited och Unlimited) i Storbritannien, och AG (förkortning för Aktiengesellschaft) i Tyskland, Österrike och Schweiz.",206,211,32,28,en_sv,"Det finns också grova motsvarigheter utanför USA, såsom Ltd. och Unltd. (kort för Limited och Unlimited) i Storbritannien, och AG (kort för Aktiengesellschaft) i Tyskland, Österrike och Schweiz.",69.09543981442395
en,sv,There are five new cases this week.,Denna vecka tillkommer ytterligare fem evenemang.,35,49,7,6,en_sv,Det finns fem nya fall den här veckan.,5.669791110976001
en,sv,"Well played, I must say.","Well played, måste jag säga.",24,28,5,5,en_sv,"Bra spelat, måste jag säga.",61.47881529512643
en,sv,Buy a few to study.,Handla i ett par att studera.,19,29,5,6,en_sv,Köp några att studera.,26.65429557589628
en,sv,"on the value of the subject of the procedure, between EUR 301 and EUR 600, the fee shall be EUR 78,","för värdet på föremålet för förfarandet, mellan 301 och 600 EUR, ska avgiften vara 78 EUR.",99,90,21,16,en_sv,Om förfarandets värde uppgår till mellan 301 och 600 euro ska avgiften vara 78 euro.,26.14388135270124
en,sv,"For deep wrinkles, stretch marks, sever sun damage or scarring, six or more microneedling treatments may be needed.","De som vill behandla djupa rynkor, sträckmärken, kraftig solskada eller ärr kan behöva sex eller fler mikronedlingsbehandlingar.",115,128,18,17,en_sv,"För djupa rynkor, bristningar, sever solskador eller ärrbildning kan sex eller fler mikronålande behandlingar behövas.",13.670263578541066
en,sv,I plan to implement it into my routine.,Tänker därför applicera det i min rutin.,39,40,8,7,en_sv,Jag planerar att implementera det i min rutin.,44.63236137853326
en,sv,"A business owner might have specific client relationships where this is used over the formal salutation, as defined by company procedures.","En företagsägare kan ha specifika kundrelationer där det används över den formella hälsningen, enligt definitionen i företagsförfaranden.",138,137,21,17,en_sv,"En företagare kan ha särskilda kundrelationer där detta används över den formella hälsningen, enligt definitionen i företagets förfaranden.",48.2457299495954
en,sv,Have a happier relationship...,Då får ni ett lyckligare förhållande...,30,39,4,6,en_sv,Ha ett lyckligare förhållande...,60.80253214198355
en,sv,"You must be willing to make amends where you have done harm, provided that you will not bring about still more harm in so doing.","Vi måste vara villiga att gottgöra där vi har sårat, förutsatt att vi inte därigenom vållar ännu större skada.",128,110,25,19,en_sv,"Du måste vara villig att göra gottgörelse där du har gjort skada, förutsatt att du inte kommer att åstadkomma ännu mer skada genom att göra så.",7.779637090949693
en,sv,At first he could not see anything.,Först kunde han inte se något.,35,30,7,6,en_sv,Först kunde han inte se någonting.,64.34588841607616
en,sv,But not knowing which decision to take is the worst of suffering.,Men att inte veta vilket beslut man skall fatta är den värsta av alla plågor.,65,77,12,15,en_sv,Men att inte veta vilket beslut man ska fatta är det värsta lidandet.,43.61910814559409
en,sv,From this time there are only five known cans of bronz of this type from Scandinavian.,tid finns bara fem kända bronskannor av denna typ från Skandinavien.,86,68,16,11,en_sv,Från denna tid finns det bara fem kända burkar bronz av denna typ från Scandinavian.,25.33654946448646
en,sv,In your opinion: Has anything good come out of the crisis?,Nästa artikel:Kan något gott komma ur eurokrisen?,58,49,11,7,en_sv,Enligt er åsikt: Har något gott kommit ur krisen?,9.425159511373677
en,sv,Lena Apler was elected as Chairman of the Board.,Lena Apler valdes till styrelseordförande.,48,42,9,5,en_sv,Lena Apler valdes till styrelsens ordförande.,43.47208719449914
en,sv,"When applying for a job that requires a certain qualification, it is necessary to have a diploma of higher education certified by a special stamp called ""apostille"".","När du ansöker om ett jobb som kräver en viss kvalifikation, är det nödvändigt att ha ett examensbevis för högre utbildning certifierad med en särskild frimärke kallad ""apostille"".",165,180,27,28,en_sv,"När du ansöker om ett arbete som kräver en viss examen, är det nödvändigt att ha ett examensbevis för högre utbildning certifierat med en särskild stämpel kallad ""apostille"".",61.825276254460086
en,sv,"Mindfulness and kindness IS enough.""","Evangeliet och det tjänande sinnelaget räcker långt!""",36,53,5,7,en_sv,"Mindfulness och vänlighet räcker.""",6.9717291216921975
en,sv,Saab - Northern Europes leading high-technology company,Saab - Norra Europa ledande högteknologiska företag,55,51,7,7,en_sv,Saab - Nordeuropas ledande högteknologiska företag,32.159351091190125
en,sv,"MEPs condemn the lack of respect for human rights and the rule of law in Moldova, Burundi and Somalia, in resolutions voted last Thursday.","Europaparlamentsledamöterna fördömde bristen på respekt för mänskliga rättigheter och rättsstatsprincipen i Moldavien, Burundi och Somalia i resolutioner som röstades förra veckan.",138,180,24,21,en_sv,"Ledamöterna fördömer bristen på respekt för de mänskliga rättigheterna och rättsstatsprincipen i Moldavien, Burundi och Somalia i resolutioner som röstades igenom i torsdags.",56.178482641357796
en,sv,The best thing to do at this point is to try to increase the volume of mp3.,Det bästa du kan göra i detta läge är att försöka öka volymen mp3.,75,66,17,14,en_sv,Det bästa att göra vid denna punkt är att försöka öka volymen av mp3.,32.37722713145643
en,sv,Once you have identified,När du har identifierat,24,23,4,4,en_sv,När du har identifierat,100.00000000000004
en,sv,To have a back-up plan if the music didn't work out.,För att ha en backup-plan om musiken inte funkade.,52,50,11,9,en_sv,Att ha en reservplan om musiken inte fungerade.,20.90067144241745
en,sv,"During the war, Iraq was supported by different countries especially by the US that equipped her with weapons.","Under detta krig stöddes Irak av flera andra länder, främst USA, som tillgodosåg landet med vapen.",110,98,18,16,en_sv,"Under kriget stöddes Irak av olika länder, särskilt av USA som utrustade henne med vapen.",15.660302767990029
en,sv,I'm not seeing a dog there.,Ser ingen hund där.,27,19,6,4,en_sv,Jag ser ingen hund där.,50.81327481546149
en,sv,The base of this shoe is not reliable,Sulan i denna sko är inte löstagbar,37,35,8,7,en_sv,Basen på denna sko är inte pålitlig,41.11336169005198
en,sv,"When searching for the best accounting software program, we appeared for options which can be affordable and straightforward to make use of.","När du söker efter den bästa bokföringsprogram, letade vi efter lösningar som är prisvärda och enkla att använda.",140,113,22,18,en_sv,"När du söker efter den bästa redovisning programvara, Vi dök upp för alternativ som kan vara prisvärd och enkel att använda sig av.",23.096862760324488
en,sv,"Magdalena Malm, Director of the Public Art Agency Sweden, particularly points to the evolvements that have been made within the field of public art: expanded sculptural practices approach architecture, and socially engaged projects challenge the role of art in city planning developments.","Magdalena Malm, direktör på Statens Konstråd, pekar särskilt på den utveckling som skett inom området konst i det offentliga rummet: expanderad skulptur närmar sig arkitekturen och socialt engagerande projekt utmanar inom konst i stadsutveckling.",288,246,42,34,en_sv,"Magdalena Malm, chef för Statens konstbyrå, pekar särskilt på de utvecklingar som gjorts inom det offentliga konstområdet: expanderade skulpturala praktiker närmar sig arkitektur och socialt engagerade projekt utmanar konstens roll i stadsplaneringens utveckling.",13.542415237085129
en,sv,This method cooks food up to 25% faster.,Denna kaffebryggare kokar kaffet upp till 25% snabbare.,40,55,8,8,en_sv,Denna metod tillagar mat upp till 25% snabbare.,53.7284965911771
en,sv,Update: you can find it here!,Uppdatering: Här hittar ni dem!,29,31,6,5,en_sv,Uppdatering: du kan hitta den här!,12.22307556087252
en,sv,Do you know what the Southern Cross looks like?,Vet du till exempel hur stjärnbilden Södra Korset ser ut?,47,57,9,10,en_sv,Vet du hur Southern Cross ser ut?,18.594002123233256
en,sv,Your bathroom is the most common place for mold to grow.,Din dusch är en av de vanligaste platserna i hemmet för svartmögel att växa.,56,76,11,14,en_sv,Ditt badrum är den vanligaste platsen för mögel att växa.,11.532706802722437
en,sv,"Load cells now use wireless technology for exchanging data over short distances to communicate with up to eight devices, carrying the information up to 100m (328 ft.) away.","Laddceller använder nu trådlös teknik för att utbyta data över korta avstånd för att kommunicera med upp till åtta enheter, som bär informationen upp till 100m (328 ft.)",172,169,28,28,en_sv,"Ladda celler använder nu trådlös teknik för att utbyta data över korta avstånd för att kommunicera med upp till åtta enheter, som bär informationen upp till 100m (328 ft.) bort.",88.04547170760297
en,sv,"""If there is no support for the projects we are developing for between one and two million in the first stage for their return, we will have no option but to open our doors, and let them go to Europe,"" he said.",- Om det inte finns något stöd för de projekt vi utvecklar för att mellan en och två miljoner ska kunna återvända i ett första steg så har vi inget val annat än att öppna våra dörrar och låta dem åka till Europa.,210,212,42,43,en_sv,"""Om det inte finns något stöd för de projekt som vi utvecklar för mellan en och två miljoner i det första skedet för deras återvändande, kommer vi inte att ha något annat val än att öppna våra dörrar och låta dem gå till Europa"", sade han.",42.46197752635673
en,sv,"Most of the time, an answer comes tumbling out of their mouths before doubts and ""shoulds"" take over.","För det mesta kommer ett svar att röra sig ur munnen före tvivel och ""börs"" ta över.",101,84,18,17,en_sv,"För det mesta kommer ett svar ur deras munnar innan tvivel och ""bör"" ta över.",37.60392305513499
en,sv,The interior of this teapot is glazed.,Insidan av skålen är glaserad.,38,30,7,5,en_sv,Interiören av denna tekanna är glaserad.,26.269098944241588
en,sv,"The 12th house represents the past, the subconscious, hospitals or institutions.","12:e huset står bl.a för det omedvetna, det isolerade, institutioner, som sjukhus mm.",80,85,11,13,en_sv,"Det tolfte huset representerar det förflutna, det undermedvetna, sjukhus eller institutioner.",4.871822190663196
en,sv,It's the day before Independence Day.,Det är bara kvällen innan självständighetsdagen.,37,48,6,6,en_sv,Det är dagen före självständighetsdagen.,19.43309443637608
en,sv,How to build a simple generator,Hur man gör en enkel Generator,31,30,6,6,en_sv,Hur man bygger en enkel generator,22.957488466614336
en,sv,"We support the standards of SAML2, Open-ID and WS-Trust/WS-Federations.","Vi stödjer de etablerade standarderna, d v s SAML2, Open-ID och WS-Trust/WS-Federations.",71,88,9,12,en_sv,"Vi stöder standarden för SAML2, Open-ID och WS-Trust/WS-Federationer.",29.556306737937387
en,sv,"Remain vigilant even when the light disappears, or when God himself is hidden in the darkness, when the temptation to withdraw is insinuated and the evil one, who is always lurking, subtly suggests that by now the dawn will no longer come.","Var vaksamma även då ljuset försvinner eller då Gud själv gömmer sig i mörkret och då vi frestas att ge upp och den onde, som alltid lurar, på ett subtilt sätt säger att gryningen inte kommer igen.",239,197,42,37,en_sv,"Var vaksamma även när ljuset försvinner, eller när Gud själv är gömd i mörkret, när frestelsen att dra sig tillbaka är insinuerad och den onde, som alltid lurar, subtilt antyder att vid det här laget kommer gryningen inte längre att komma.",23.443546776748963
en,sv,"While it is important to guarantee consumers' rights by provisions which cannot be derogated from by contract, it is reasonable to let enterprises and organisations agree otherwise.","Trots att det är viktigt att säkerställa konsumenternas rättigheter genom att införa bestämmelser från vilka det inte går att avtala om undantag, är det rimligt att låta företag och organisationer ingå andra avtal.",181,214,27,33,en_sv,"Även om det är viktigt att garantera konsumenternas rättigheter genom bestämmelser som inte kan undantas genom avtal, är det rimligt att låta företag och organisationer komma överens om något annat.",35.12305897270028
en,sv,......This year's three laureates all generated three-dimensional models that show how different antibiotics bind to ribosomes.,Årets tre Nobelpristagare har alla tagit fram tre-dimensionella modeller som visar hur olika antibiotika fäster vid ribosomen.,127,126,16,17,en_sv,...... Årets tre pristagare alla genererade tredimensionella modeller som visar hur olika antibiotika binder till ribosomer.,25.306188056493337
en,sv,Knowledge of and ability to model and analyze accelerator systems.,Kunskap och förmåga att modellera och analysera acceleratorsystem.,66,66,10,8,en_sv,Kunskap om och förmåga att modellera och analysera acceleratorer.,55.55238068023578
en,sv,"All sources of energy, including renewable energy, have some environmental effects.","Alla industriella verksamheter, så även förnyelsebar energiproduktion, har miljökonsekvenser.",83,93,11,9,en_sv,"Alla energikällor, inklusive förnybar energi, har vissa miljöeffekter.",8.606119900909883
en,sv,We believe there are four key points to follow if continuous feedback is to drive increase employee engagement and business performance:,Vi tror att det finns fyra saker att tänka på om regelbunden feedback ska leda till ökat medarbetarengagemang och bättre företagsresultat:,136,138,21,21,en_sv,Vi tror att det finns fyra huvudpunkter att följa om kontinuerlig feedback är att driva på öka medarbetarnas engagemang och resultat:,25.306188056493337
en,sv,"Change your buying habits to save gas, save money and enjoy","Ändra dina köpvanor för att spara gas, spara pengar och njuta",59,61,11,11,en_sv,"Ändra dina köpvanor för att spara gas, spara pengar och njuta",100.00000000000004
en,sv,"This comfortable, modern hotel is set in the urban center of Pontevedra, 10 minutes' walk from the historic quarter.","Detta bekväma och moderna hotell ligger i Pontevedras centrum, 10 minuters promenad från den historiska stadsdelen.",116,115,19,16,en_sv,"Detta bekväma, moderna hotell ligger i centrum av Pontevedra, 10 minuters promenad från det historiska kvarteret.",36.658827296012404
en,sv,"However, he called on companies to first get their core ERP systems in order to get the most value out of the implementation and keeping costs low, before contemplating the inclusion of mobile access.","Få grunderna rätt, men han kallade på företagen att först få sina kärn ERP-system för att få ut mesta möjliga av genomförandet och hålla kostnaderna nere, innan överväger införandet av mobil åtkomst.",200,199,34,32,en_sv,"Han uppmanade dock företagen att först få sina grundläggande ERP-system för att få ut det största värdet av genomförandet och hålla kostnaderna låga, innan de överväger att inkludera mobilt tillträde.",32.10331198937876
en,sv,A normal day for me varies.,- En vanlig dag varierar för mig...,27,35,6,7,en_sv,En vanlig dag för mig varierar.,21.782177700343553
en,sv,God is not a homophobe.,Min Gud är inte homofob,23,23,5,5,en_sv,Gud är ingen homofob.,23.643540225079384
en,sv,Economically and environmentally beneficial,ekonomiskt och miljömässigt fördelaktigt,43,40,4,4,en_sv,Ekonomiskt och miljömässigt fördelaktigt,59.460355750136046
en,sv,"The primary goal of Titan is to ""keep the cost of data very low"" and provide these insights and data analysis cheaply to members, Smoak said.","Det primära målet för Titan är att ""hålla kostnaderna av data mycket låga"" och lämna dessa insikter och dataanalys billigt till medlemmar, säger Smoak.",141,151,26,24,en_sv,"Det primära målet för Titan är att ""hålla kostnaden för data mycket låg"" och ge dessa insikter och dataanalys billigt till medlemmar, Smoak sade.",56.97178692659841
en,sv,Lighting is usually the biggest problem.,Ljuset är oftast det största problemet.,40,39,6,6,en_sv,Belysning är oftast det största problemet.,80.91067115702207
en,sv,I think nearly the entire class was there.,Nästan hela klassen hade varit där.,42,35,8,6,en_sv,Jag tror att nästan hela klassen var där.,13.485111859503691
en,sv,Then came a fourth.,Sen kom en fjärde.,19,18,4,4,en_sv,Sedan kom en fjärde.,66.87403049764218
en,sv,"No matter what part of industry or commerce you work in, the Bolton MBA is designed to help you gain a critical understanding of the problems and challenges facing retail enterprises and organisations and equip you with the analytical and critical faculties to identify potential solutions.","Oavsett vilken del av industrin eller handeln du arbetar i, kommer Executive MBA-kurs hjälpa dig att få en kritisk förståelse av de problem och utmaningar företag och organisationer och utrusta dig med de analytiska och kritiska förmåga att identifiera potentiella lösningar.",290,275,46,41,en_sv,"Oavsett vilken del av branschen eller handeln du arbetar i, Bolton MBA är utformad för att hjälpa dig att få en kritisk förståelse för de problem och utmaningar som detaljhandeln och organisationer står inför och utrusta dig med analytiska och kritiska förmågor för att identifiera potentiella lösningar.",45.369961645118664
en,sv,England is at its best when they lose.,Tyskland är som bäst när dom förlorar.,38,38,8,7,en_sv,England är som bäst när de förlorar.,41.11336169005198
en,sv,I think it goes to show that people really do have an effect on their surroundings.,Det är viktigt för mig att känna att det verkligen ger en effekt ute i den omgivande miljön.,83,92,16,18,en_sv,Jag tror att det visar att människor verkligen påverkar sin omgivning.,4.7525582267211846
en,sv,"His father Thranduil was blond, so many assume that Legolas must have been blond as well.",Om dessutom pappa Thranduil sägs vara blond borde Legolas kunna vara rätt så ljus.,89,82,16,14,en_sv,"Hans far Thranduil var blond, så många antar att Legolas också var blond.",3.9297193407553004
en,sv,"Today, my research is mainly clinical, with the emphasis on finding and developing more usable biomarkers to improve asthma diagnostics further.",I dag är min forskning framför allt klinisk och inriktningen är att hitta och utveckla fler användbara biomarkörer för att ytterligare förbättra astmadiagnostiken.,144,163,21,23,en_sv,"Idag är min forskning huvudsakligen klinisk, med tonvikt på att hitta och utveckla mer användbara biomarkörer för att förbättra astmadiagnostik ytterligare.",26.245991927971346
en,sv,You are on a roll this year - good luck!,Det är valår i år - lycka till !,40,32,10,9,en_sv,Du har en roll i år - lycka till!,51.697315395717055
en,sv,Dell cares about its customers and its employees.,Dell bryr sig om sina kunder och anställda.,49,43,8,8,en_sv,Dell bryr sig om sina kunder och sina anställda.,70.71067811865478
en,sv,They are so many activities that church offer to Moms.,Det handlar om tusentals människor som kyrkorna vill ge amnesti.,54,64,10,10,en_sv,Det är så många aktiviteter som kyrkan erbjuder mammor.,4.996872151825361
en,sv,I have started looking for people who would inspire me with their music.,Tänkte berätta kvinnorna som inspirerar mej i deras musik .,72,59,13,10,en_sv,Jag har börjat leta efter människor som skulle inspirera mig med sin musik.,6.285596338261262
en,sv,Here is a link to the list and here is a link to the slideshow.,Här har du länk till presentationen och här är länk till Spotifylistan.,63,71,15,12,en_sv,Här är en länk till listan och här är en länk till bildspelet.,16.544619993389986
en,sv,when mobiles were things that you hung from the ceiling.,när en mobil var något som man hängde upp i taket.,56,50,10,11,en_sv,När mobiler var saker som du hängde från taket.,8.639795714750207
en,sv,All your other friends hate him too.,Alla mina kompisar hatar honom också,36,36,7,6,en_sv,Alla dina andra vänner hatar honom också.,22.089591134157878
en,sv,The whole outdoor area seems to be at one with the whole island.,Hela uteserveringen verkar vara som en med hela ön.,64,51,13,9,en_sv,Hela friluftsområdet verkar vara ett med hela ön.,33.010083098515025
en,sv,"teacher, and do you care for him?","Läshjälp, Tar dom hand om honom?",33,32,7,6,en_sv,"Lärare, och bryr du dig om honom?",19.070828081828378
en,sv,The cooperation is inter-governmental and fully in line with Sweden's military policy of non-alignment.,Regeringen konstaterar vidare att samarbetet är mellanstatligt och förenligt med Sveriges militära alliansfrihet.,103,113,14,13,en_sv,Samarbetet är mellanstatligt och helt i linje med Sveriges militärpolitik för alliansfrihet.,15.649318163480594
en,sv,"Thanks Martin, same to you!",Tack Martin och detsamma till dig!,27,34,5,6,en_sv,"Tack Martin, detsamma till dig!",48.892302243490086
en,sv,"That is, in the temple, where they did find him.","Det var först när de sökte i templet, som de fann honom.",48,56,10,12,en_sv,"Det är, i templet, där de hittade honom.",14.526870992951157
en,sv,It will become public parking.,Därmed blir detta en allmän parkering.,30,38,5,6,en_sv,Det blir allmän parkering.,28.641904579795423
en,sv,"I didn't hear when my spotter asked me to take the joker, so stayed behind him for two corners which cost time.","Jag hörde inte att min spotter bad mig ta jokern, utan låg bakom honom i två varv vilket kostade tid.",111,101,22,20,en_sv,"Jag hörde inte när min spanare bad mig att ta jokern, så stannade bakom honom för två hörn som kostade tid.",17.33705613469748
en,sv,"Certain electronic loads can also be controlled remotely via an Ethernet, USB, or GPIB interface.","Men det går också att fjärrstyra instrumentet via något av gränssnitten USB, Ethernet eller GPIB.",97,97,15,15,en_sv,"Vissa elektroniska laster kan också fjärrstyras via ett Ethernet-, USB- eller GPIB-gränssnitt.",3.4274653622057225
en,sv,Barney Stinson knows how to dress.,Barney Stinson skulle kunna prata brallorna av mig.,34,51,6,8,en_sv,Barney Stinson vet hur man klär sig.,10.786826322527466
en,sv,Read more about A beautiful October interrupted by rain,Read more about Japandag inställd på grund av regn,55,50,9,9,en_sv,Läs mer om En vacker oktober avbruten av regn,9.535414040914192
en,sv,"""Does the captain know about this?""","Är kapten medveten om detta?""",35,29,6,5,en_sv,"""Känner kaptenen till det här?""",8.116697886877475
en,sv,As Plotinus knew: Let the world be quiet.,Som Plotinos visste: Låt världen vara stilla. [...],41,51,8,8,en_sv,Som Plotinus visste: Låt världen vara tyst.,27.855256475695366
en,sv,Gas in Jordan:,Stopp i Jordanien:,14,18,3,3,en_sv,Gas i Jordanien:,59.460355750136046
en,sv,"""Is there anything I can say to make you reconsider?""","""Finns där något jag kan säga för att få er att tänka om?""",53,58,10,13,en_sv,"""Finns det något jag kan säga för att få dig att tänka om?""",62.98129992394241
en,sv,That's tens of thousands of children stripped of a basic human right: The right to learn.,Miljoner barn på flykt missar en grundläggande mänsklig rättighet - rätten till utbildning.,89,91,16,13,en_sv,Det är tiotusentals barn som berövats en grundläggande mänsklig rättighet: Rätten att lära.,18.20705281109213
en,sv,Talk to us in six months.,Prata med oss i sex månader.,25,28,6,6,en_sv,Prata med oss om sex månader.,41.11336169005196
en,sv,"First of all, the patient should pay attention to their diet.",Patienten bör vara uppmärksam på deras kost.,61,44,11,7,en_sv,Först och främst bör patienten vara uppmärksam på sin kost.,18.36028134946796
en,sv,Vancouver is Canada's next largest town and is regarded one of the best locations in the world to reside in and to visit.,Vancouver är Kanadas tredje största stad och den anses vara en av de platser i världen där det är bäst att bo.,121,110,23,22,en_sv,Vancouver är Kanadas näst största stad och anses vara en av de bästa platserna i världen att bo i och att besöka.,29.45642544824926
en,sv,Next: Successful Dental Care Concepts That You should use,Previous:Framgångsrik Tandvård idéer som du kan använda,57,55,9,7,en_sv,Nästa: Framgångsrik tandvård koncept som du bör använda,14.25876976452075
en,sv,The Consortium for Innovative Environments in Learning (CIEL),Konsortium för innovativa miljöer i lärande (CIEL),61,50,8,7,en_sv,Konsortiet för innovativa miljöer i lärande (CIEL),86.33400213704509
en,sv,This is carried out to allow more light and air through the crown without changing the overall size or shape of the tree.,Detta görs för att tillåta mer ljus genom kronan utan att förändra den totala formen och storleken av trädet.,121,109,23,19,en_sv,Detta görs för att ge mer ljus och luft genom kronan utan att ändra den totala storleken eller formen på trädet.,28.89608202346523
en,sv,"If this was really an attempt to reconcile, it was an odd way to go about it.","Om det var ett besök till självmord, så var det ett konstigt sätt att göra det.",77,79,17,16,en_sv,"Om detta verkligen var ett försök att försonas, var det ett märkligt sätt att göra det på.",21.951524426618455
en,sv,"Two years later, I don't regret a thing.","Nu, två år senare, ångrar jag ingenting.",40,40,8,7,en_sv,Två år senare ångrar jag ingenting.,31.850355294022695
en,sv,"You know, honestly I didn't even realize you had an older brother.",Ska jag vara ärlig visste jag inte ens att du hade en bror.,66,59,12,13,en_sv,Ärligt talat visste jag inte ens att du hade en äldre bror.,56.6260439529554
en,sv,"This Jerusem broadcast-receiving station is encircled by an enormous amphitheater, constructed of scintillating materials largely unknown on Urantia and seating over five billion beings--material and morontia--besides accommodating innumerable spirit personalities.","Denna mottagningsstation i Jerusem omges av en enorm amfiteater konstruerad av gnistrande material, som i stort sett är okända på Urantia, och där över fem miljarder varelser får plats-materiella och morontiella varelser-förutom att den rymmer otaliga andepersonligheter.",265,271,30,37,en_sv,"Denna sändningsstation för Jerusem omges av en enorm amfiteater, som är uppbyggd av scintillerande material som till stor del är okända på Urantia och som har plats för över fem miljarder varelser – materiella och morontia – förutom att rymma oräkneliga andepersonligheter.",24.877977834490522
en,sv,They say they are anti-racist; what they are is anti-White.,"Dom säger att dom är antirasister, men vad dem egentligen är, är anti-vita.",59,75,10,13,en_sv,De säger att de är antirasister; vad de är är anti-vit.,8.249096317699143
en,sv,"We scrutinized reputable computer manufacturers and based our comparison by selecting the computer closest to $1,000 within a business computer series.",Vi granskade ansedda datortillverkare och bygger vår jämförelse genom att välja datorn närmast $ 1000 inom ett företag dator serie.,151,131,21,20,en_sv,"Vi granskade välrenommerade datortillverkare och baserade vår jämförelse genom att välja den dator som ligger närmast $1,000 inom en affärsdatorserie.",24.05680447798905
en,sv,Why people will come to your restaurant?,Varför ska man komma till din restaurang?,40,41,7,7,en_sv,Varför kommer folk till din restaurang?,37.68499164492418
en,sv,At the end of November she declared to be innocent.,I slutet av oktober förklarades de äntligen oskyldiga.,51,54,10,8,en_sv,I slutet av november förklarade hon sig oskyldig.,19.070828081828378
en,sv,Always in bad sense.,Alltid i negativ bemärkelse.,20,28,4,4,en_sv,Alltid på dåligt sätt.,12.703318703865365
en,sv,All that is required is to forward the right ports from your router to the device hosting the server software.,Du behöver bara vidarebefordra lämpliga portar från din router till datorn som kör serverns programvara.,110,104,20,15,en_sv,Allt som krävs är att vidarebefordra rätt portar från din router till enheten som är värd serverprogramvaran.,22.61216470320596
en,sv,How can I reserve items in the store?,Hur kan jag reservera artiklar i butiken?,37,41,8,7,en_sv,Hur kan jag reservera föremål i butiken?,50.000000000000014
en,sv,"To ensure that the universal values of justice, integrity, discipline, love, kindness, non-injury and concern for the wellbeing of others shall serve as a source of our thought, speech and action.","För att säkerställa att de universella värdena rättvisa, integritet, disciplin, kärlek, vänlighet, icke-skada och oro för välbefinnande andra ska fungera som en källa till vår tanke, tal och handling.",196,200,31,29,en_sv,"För att säkerställa att de universella värdena rättvisa, integritet, disciplin, kärlek, vänlighet, icke-skadade och omsorg om andras välbefinnande ska tjäna som en källa till vår tanke, vårt tal och vår handling.",62.356236082098306
en,sv,I would like to make my family and friends proud of me.,Samtidigt så vill jag göra min familj och mina vänner stolta.,55,61,12,11,en_sv,Jag vill göra min familj och mina vänner stolta över mig.,54.91004867761124
en,sv,How much extra heat are we talking about?,Hur mycket uppvärmning talar vi om?,41,35,8,6,en_sv,Hur mycket extra värme pratar vi om?,25.848657697858535
en,sv,"""Certainly,"" Samuelson said.","- Jo, självklart, säger Jens Samuelsson.",28,40,3,6,en_sv,"""Visst"", sa Samuelson.",5.70796903405875
en,sv,4 star rating based on around 200 reviews.,"Betyg 4 stjärnor, baserat på 200 kommentarer.",42,45,8,7,en_sv,4 star rating baserat på cirka 200 omdömen.,11.99014838091355
en,sv,We all look different and bodies come in all shapes and sizes.,Vi ser alla olika ut och våra kroppar kommer i olika former och storlekar.,62,74,12,14,en_sv,Vi ser alla olika ut och kroppar kommer i alla former och storlekar.,58.088877148404045
en,sv,"They are capable of reproducing a natural three-dimensional sound stage, filling your room with dynamic and crisp sound.","De är kapabla att återge ett naturligt tredimensionellt ljud, och fylla ditt rum med ett dynamiskt och klart ljud.",120,114,18,19,en_sv,"De kan reproducera ett naturligt tredimensionellt ljudscen, fylla ditt rum med dynamiskt och skarpt ljud.",20.780532644208886
en,sv,Growth is generated by other things.,Ekonomisk tillväxt beror på andra saker.,36,40,6,6,en_sv,Tillväxt skapas av andra saker.,25.57539057896621
en,sv,Prepared or preserved fish; caviar and caviar substitutes,"Fisk, beredd eller hållbarhetsbehandlad på annat sätt; kaviar och kaviarersättning",57,82,8,10,en_sv,"Fisk, beredd eller konserverad; kaviar och kaviarersättning",42.77327777195314
en,sv,Gift Shop with Old Restaurant Behind it.,Det är en gammal kyrka med en restaurang bakom det.,40,51,7,10,en_sv,Presentbutik med gammal restaurang Bakom den.,5.244835934727967
en,sv,"""But clearly at the moment millions of people perhaps even a majority of the human race are being denied those benefits,"" Annan said.",Men det står klart att miljontals människor just nu - kanske till och med majoriteten av den mänskliga rasen - nekas dessa fördelar.,133,132,23,23,en_sv,"""Men för närvarande är det tydligt att miljontals människor kanske till och med en majoritet av mänskligheten förnekas dessa fördelar"", sade Annan.",17.404385774889086
en,sv,Providers are selected by Region.,Leverantörerna är antagna per region.,33,37,5,5,en_sv,Leverantörerna väljs ut av regionen.,9.652434877402245
en,sv,"In the event of disclosure without the consent of the providing Party, or if it becomes probable that such disclosure may take place, immediate notification shall be given to the providing Party.","Om informationen delges utan den tillhandahållande partens medgivande, eller om det blir troligt att delgivning av informationen kan komma att ske, skall den tillhandahållande parten omedelbart underrättas.",195,206,32,27,en_sv,"Om ett utlämnande sker utan den tillhandahållande partens samtycke eller om det blir sannolikt att ett sådant utlämnande kan ske, ska den tillhandahållande parten omedelbart underrättas.",34.36520089788725
